Gaussian_0,Gaussian_1,Gaussian_2,Gaussian_3,Gaussian_4,Uniform_0,Uniform_1,Uniform_2,Uniform_3,Uniform_4,AR(1)_0,AR(1)_1,AR(1)_2,AR(1)_3,AR(1)_4,Lorentz_0,Lorentz_1,Lorentz_2,Lorentz_3,Lorentz_4
1.764052345967664,0.555962679709798,-1.5329210534301279,1.5932736159500267,0.6133491654036357,-1.3470516332032378,1.0010093373826083,0.16886982448610224,-1.0129832398558654,-0.8325647939935905,-0.29203643700957516,-1.042674473809018,0.12604659559819376,-0.09361304257862825,-0.10299475539632025,-3.5569487569532283,0.9701029770726578,-0.5127578087149588,1.0013053148538735,0.16363710389246086
0.4001572083672233,0.8924738873315303,-1.7119701640942213,0.5687223991204718,1.8436999764775681,0.5871319629633737,1.3640326708146915,-1.296705175631755,-0.2883937391569508,-1.120676979756659,0.22492514909835126,-0.42219916534697693,-0.880880153699978,-0.9110743133846099,-0.2332574423005835,-3.5809579312506843,1.1736025897545206,-0.2669663330767868,1.092986503619977,0.02601361084929886
0.9787379841057392,-0.4223148241252707,0.04613505895568493,-0.11448704558920082,0.27109098221586064,-0.28984948617118017,1.6602069549513525,-1.4662818894833822,0.6844159055903888,-0.9048518404021657,0.16401538219680167,-0.739515266475195,0.6693087375630621,0.2743340909727752,0.08904334492521462,-3.8385774557740313,1.0790401217035646,-0.3020235620106391,1.1211628947885708,0.23020084995112536
2.240893199201458,0.10471402943328433,-0.9583744802265615,0.25163024881989055,1.1364476270515151,-0.8184073951274525,-1.2635760130486966,-0.7915749076534596,1.3620773083240112,1.3840561871739603,-0.5279482798194088,0.36663756278170084,0.9824445359243301,0.47569588722794354,1.3559767633520654,-3.6123403769063724,1.2392095374572354,-0.24322356903312972,0.9669279399522578,0.4121528749749026
1.8675579901499675,0.2280533251240672,-0.08081161294374097,-1.21085563794359,-1.738331868174651,0.3685470012648835,-0.3207365873945625,1.6070848315779376,1.4372000540993715,-1.604553028792621,-0.33395670133763405,0.3781522509548418,0.5485817060518371,0.20055019205201785,1.1028154945761481,-3.5488460562091646,1.3208133232355663,-0.39688865730645617,1.1649480559431078,0.1615429484325069
-0.977277879876411,0.20147994670443287,-0.7038590359904466,-0.3937337116943893,0.7071347443209272,-0.6707894077512454,-1.5203525848247992,-1.4247435312692147,0.015127067654435238,-1.2049822920028423,-0.36296163812554494,1.6811057290638383,0.059158977558315146,-0.975367174816742,0.7035270469060537,-3.4157422963285886,1.365889777887805,-0.4516135956943246,1.1910069762066682,0.45707527308763374
0.9500884175255894,0.5407735853003902,-0.7707843007065652,0.08525257457038693,0.030386131464882466,0.12204508923713804,0.5027451959133464,0.12694996662198663,-0.2904848773837433,0.07613375346336275,-0.050968500440537315,1.2561172161685377,0.24488730189013844,-0.6333572010338131,-0.014119967041694957,-3.1874626352458955,1.3927352109975655,-0.41515965061974186,0.9585111926883679,0.1579779454314729
-0.1513572082976979,-1.8180776303835695,-0.4808453408727291,0.09942198670854183,0.7650019773845077,0.27848945735391617,1.370907979201524,1.4288838833751167,0.5234669392315564,0.6445578600275972,-0.7396780464038175,1.741608221422013,-0.7323344262408047,0.06469523792682622,-1.0638376774138216,-3.191885912460831,1.5673587184805808,-0.6472328570529343,1.1766833505445715,0.4378054383175013
-0.10321885179355784,-0.04932407014757259,0.7035855546433883,-1.5306162443986169,0.867665218013112,0.11584082064049266,0.6802855014157801,-1.44112197715511,0.560880630337363,-0.2966044618253832,0.4893639528390007,0.89310931492799,-0.25208941123871054,0.06673738514495603,-1.7897752437170884,-3.1031564872170625,1.4576166817372564,-0.5092787856826296,0.8449485152306045,0.12165118696464647
0.41059850193837233,0.2390336012467649,0.9291451477686911,0.3276231792347814,-2.256250117810419,-1.6814949230918403,-0.3485634378719621,-1.0555020152354175,1.6347318164178148,-0.8840052047996582,-0.09816681529399823,1.283285869185743,0.07402580272948714,0.1911888621775698,-0.26935132105451687,-2.556975165306883,1.3965343296831005,-0.7425361949000836,1.3152941735876333,0.13910846619915407
0.144043571160878,-1.0003303489537054,0.3711725526490392,0.27919649251421025,-0.4436027396060996,-0.5093949428062715,0.9306823828699141,0.4091816666878276,-0.00760721606180211,-0.7665346427478303,-0.23135694470409646,1.8432220339007712,0.4057298545649376,0.31701942185185533,0.6669552405048057,-2.303125081316366,1.5897870871229365,-0.6324474313406648,0.9266656236812,0.16712105266281227
1.454273506962975,1.67398570701071,-0.9898225495471192,-0.3770512062727785,-0.6700232805994619,1.022154424345311,1.7463384151892543,-1.6554369582119226,0.12910665050988498,0.5296700020804731,1.239844255152162,0.6107722003466755,-0.3501852699201197,-1.093736463915843,0.5398824318182033,-2.0422221659664825,1.353777691694214,-0.4293415093486541,0.8549568169991599,0.2172102914114303
0.7610377251469934,0.16155926723816796,0.6436312754533384,0.004174999082500307,0.15216419000569828,-0.515785954359536,-1.6842302279959498,1.4472212699969802,-0.1419516147153553,0.7491417745790899,0.2214611039685082,-0.05587750370504514,-1.168219812782582,-1.6224220334092394,-1.4490398093462167,-1.6008911748250874,1.5054269878670556,-0.9623789452775533,0.7574646316474135,0.06840544092103916
0.12167501649282841,1.5634047450289295,0.6888966666079323,-1.4834915533680013,-1.9405333971697167,0.04758033857595835,1.1654724198864799,-1.3373925008972818,0.7492878988982608,1.6386793212807305,0.1686404257872408,0.19905515900833853,-0.3671260994036051,-1.8548918628616076,-0.6054967005622591,-1.5284437211456807,1.8062280244257611,-0.8980951751946575,0.818499795413564,0.14725515115670426
0.44386323274542566,-0.7905230218330772,0.27464720361244455,-1.4797956153243483,-1.0905086674816995,-0.5166997887175422,-0.5637298390958793,-1.4969923155051905,-0.5702915512447917,0.7166753878763646,1.06192634322693,-0.3988267013650308,0.1232984284983483,-0.8563890588772993,-1.6948635105522534,-1.1995028031503778,1.759099535686254,-1.1803541401435,0.5233272301043531,0.2986128252050818
0.33367432737426683,-0.907300121525327,-0.6036204360190907,0.1346872623382376,1.0019207035276676,-1.027746920593035,0.8863744503062577,-1.0487986300679728,-1.6055906526114834,-0.2565285912705442,1.73822493215614,-0.5560447385274337,-0.9481574175742288,-0.45324663990910463,-0.6927146360010131,-1.0833944248735272,1.5325758586987597,-1.0860790350593208,0.7240356146141834,0.17606414998123085
1.4940790731576061,0.2242522209656819,0.7088595753671403,-0.667723190916164,0.17689244605236862,-1.0259593527476822,-0.8712286164703785,0.3729892395422344,0.19318440946695853,-0.8660969267454531,1.614021299564345,-0.8358979850071772,-0.867194683558235,-0.807620971869101,0.3649949089609989,-0.8682080574741202,1.951063824625208,-0.9281140632842991,0.9074376850401923,0.45824421405002513
-0.20515826376580087,-1.6786883628286566,0.42281857467666145,-0.011555520224301364,-1.088014541416647,0.877909032605795,-0.9926020915255303,1.497588864753654,-0.7567314113089628,0.1330514785260249,0.3686621206018337,-1.51643638256669,-0.9901345253485495,-1.5506551777792283,0.336644572587986,-0.7893750935182106,1.6160890732565183,-0.9850486029346892,0.7620493846966808,0.5238740999293544
